InvoiceNo,InvoiceDate,CustomerID,CustomerName,Country,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice
INV9047,2023-06-26,C0765,Sophia Patel,India,P0033,Electric Kettle,Home & Kitchen,5,1261.63,6308.15
INV7421,2024-11-06,C0604,Mason Rossi,India,P0027,Storage Boxes,Home & Kitchen,4,1451.29,5805.16
INV4522,2023-12-31,C0320,Charlotte Khan,India,P0082,Notebook Set Pro,Books & Stationery,6,701.07,4206.42
INV5150,2024-06-04,C0395,Kabir Iyer,United Kingdom,P0075,Trimmer,Beauty & Personal Care,6,2208.71,13252.26
INV7855,2024-09-25,C0642,Noah Nair,United Kingdom,P0083,Fiction Novel,Books & Stationery,4,451.51,1806.04
INV6725,2024-11-16,C0537,Henry Johnson,Canada,P0086,Sketch Pens Pro,Books & Stationery,5,1018.14,5090.7
INV6334,2023-08-25,C0498,Amelia Singh,India,P0097,Art Supplies Kit,Books & Stationery,3,744.14,2232.42
INV9058,2024-10-23,C0766,Charlotte Brown,United States,P0099,Puzzle Book,Books & Stationery,3,341.68,1025.04
INV5030,2024-12-01,C0385,Liam Rossi,France,P0093,Fountain Pen,Books & Stationery,3,439.57,1318.71
INV3120,2024-11-19,C0183,Sara Smith,UAE,P0058,Analog Watch Pro,Fashion,2,3609.45,7218.9
INV6886,2024-08-13,C0550,Aditya Fischer,France,P0070,Lipstick Pro,Beauty & Personal Care,3,1565.42,4696.26
INV7141,2024-10-17,C0580,Kabir Verma,India,P0081,Notebook Set,Books & Stationery,5,115.84,579.2
INV1088,2024-07-24,C0013,Lucas Nair,Australia,P0114,Gym Bag Pro,Sports & Fitness,2,3159.02,6318.04
INV5190,2024-09-06,C0396,Charlotte Sharma,UAE,P0085,Sketch Pens,Books & Stationery,5,402.73,2013.65
INV7460,2024-12-28,C0611,Priya Gupta,India,P0014,Webcam Pro,Electronics,5,1118.92,5594.6
INV7694,2024-12-15,C0627,Mia Brown,United Kingdom,P0047,Leather Wallet,Fashion,6,4050.77,24304.62
INV2300,2024-08-11,C0104,Karan Jones,United States,P0025,LED Desk Lamp,Home & Kitchen,2,804.64,1609.28
INV8065,2024-10-13,C0666,Noah Chopra,India,P0020,Phone Case Pro,Electronics,4,7069.45,28277.8
INV2962,2024-08-05,C0171,Lucas Nair,Germany,P0111,Cycling Gloves,Sports & Fitness,6,615.35,3692.1
INV9273,2024-12-28,C0788,Diya Rossi,United Kingdom,P0095,Bookmark Set,Books & Stationery,4,492.59,1970.36
INV7844,2024-12-27,C0639,Mia Gupta,India,P0106,Resistance Bands Pro,Sports & Fitness,3,600.07,1800.21
INV1375,2024-09-22,C0040,Mason Malhotra,United Kingdom,P0025,LED Desk Lamp,Home & Kitchen,6,655.49,3932.94
INV7399,2024-05-29,C0603,Charlotte Nair,India,P0074,Hair Dryer Pro,Beauty & Personal Care,3,326.06,978.18
INV7057,2024-05-15,C0570,Diya Verma,United Kingdom,P0107,Water Bottle,Sports & Fitness,2,2347.28,4694.56
INV5483,2024-12-04,C0423,Diya Patel,India,P0005,Smart Watch,Electronics,2,3480.04,6960.08
INV1838,2024-09-14,C0075,Sara Patel,Germany,P0011,Laptop Stand,Electronics,1,6644.67,6644.67
INV6423,2024-09-13,C0503,Olivia Brown,United Kingdom,P0026,LED Desk Lamp Pro,Home & Kitchen,6,4494.03,26964.18
INV3597,2024-04-04,C0234,William Williams,United States,P0036,Knife Set Pro,Home & Kitchen,2,1230.81,2461.62
INV5851,2024-06-29,C0459,Arjun Khan,India,P0090,Planner Diary Pro,Books & Stationery,4,165.89,663.56
INV5417,2024-09-06,C0417,Mia Fischer,India,P0013,Webcam,Electronics,6,2861.6,17169.6
INV2311,2024-09-08,C0105,Emma Verma,UAE,P0056,Sports Cap Pro,Fashion,2,1735.52,3471.04
INV6048,2024-02-05,C0479,William Singh,Singapore,P0049,Sunglasses,Fashion,1,905.93,905.93
INV1803,2024-08-29,C0073,Rohan Singh,India,P0035,Knife Set,Home & Kitchen,4,358.41,1433.64
INV3687,2024-11-16,C0239,Karan Gupta,Germany,P0021,Non-stick Pan,Home & Kitchen,1,2092.53,2092.53
INV3383,2023-03-15,C0213,Arjun Nair,Germany,P0117,Fitness Tracker,Sports & Fitness,4,896.6,3586.4
INV6539,2024-11-26,C0519,Ethan Singh,Netherlands,P0039,Bedsheet Set,Home & Kitchen,2,2557.99,5115.98
INV1619,2024-09-10,C0057,Harper Garcia,India,P0087,Desk Organizer,Books & Stationery,6,291.02,1746.12
INV6258,2024-03-19,C0492,Liam Brown,United States,P0050,Sunglasses Pro,Fashion,5,1809.77,9048.85
INV7513,2024-10-14,C0614,Isha Sharma,India,P0084,Fiction Novel Pro,Books & Stationery,5,1058.62,5293.1
INV7888,2024-09-05,C0644,Ethan Kumar,United Kingdom,P0086,Sketch Pens Pro,Books & Stationery,1,782.95,782.95
INV1119,2024-06-14,C0018,Lucas Rossi,United States,P0103,Dumbbell Set,Sports & Fitness,6,1070.32,6421.92
INV4055,2024-12-13,C0274,Liam Khan,UAE,P0090,Planner Diary Pro,Books & Stationery,2,160.33,320.66
INV7415,2024-11-18,C0603,Charlotte Nair,India,P0059,Winter Hoodie,Fashion,2,2730.23,5460.46
INV8329,2024-07-28,C0693,Harper Smith,United States,P0119,Football,Sports & Fitness,4,2827.82,11311.28
INV7132,2023-06-14,C0579,Arjun Williams,United States,P0090,Planner Diary Pro,Books & Stationery,2,107.17,214.34
INV8036,2023-09-21,C0666,Noah Chopra,India,P0092,Sticky Notes Pro,Books & Stationery,3,1012.67,3038.01
INV2267,2024-05-30,C0102,Mia Sharma,Germany,P0062,Face Wash Pro,Beauty & Personal Care,3,423.04,1269.12
INV6131,2024-08-28,C0485,Kabir Muller,United States,P0098,Art Supplies Kit Pro,Books & Stationery,2,788.7,1577.4
INV2179,2024-07-27,C0099,Priya Reddy,India,P0052,Formal Shirt Pro,Fashion,5,3648.3,18241.5
INV2275,2024-09-14,C0102,Mia Sharma,Germany,P0051,Formal Shirt,Fashion,2,4262.2,8524.4
INV3228,2023-10-23,C0195,Meera Williams,United Kingdom,P0087,Desk Organizer,Books & Stationery,4,187.23,748.92
INV8813,2024-09-26,C0737,Olivia Kumar,United Kingdom,P0009,USB-C Cable,Electronics,4,3545.61,14182.44
INV5366,2023-05-14,C0413,Emma Johnson,Singapore,P0064,Moisturizer Pro,Beauty & Personal Care,2,1594.16,3188.32
INV7126,2024-08-06,C0578,Henry Fischer,UAE,P0101,Yoga Mat,Sports & Fitness,5,1390.86,6954.3
INV7967,2024-10-09,C0659,Sara Kumar,Germany,P0025,LED Desk Lamp,Home & Kitchen,3,1125.67,3377.01
INV8333,2024-09-10,C0693,Harper Smith,United States,P0034,Electric Kettle Pro,Home & Kitchen,4,1550.98,6203.92
INV5542,2024-08-16,C0432,Lucas Malhotra,France,P0028,Storage Boxes Pro,Home & Kitchen,2,3137.62,6275.24
INV3445,2024-12-24,C0217,Charlotte Nair,United Kingdom,P0094,Fountain Pen Pro,Books & Stationery,3,446.35,1339.05
INV8416,2024-05-15,C0701,Mason Malhotra,United States,P0005,Smart Watch,Electronics,5,3087.34,15436.7
INV3654,2024-11-07,C0235,Ananya Kumar,India,P0060,Winter Hoodie Pro,Fashion,4,4134.64,16538.56
INV5361,2024-06-03,C0412,Vivaan Sharma,Singapore,P0014,Webcam Pro,Electronics,5,812.46,4062.3
INV3409,2024-05-07,C0214,Lucas Jones,India,P0071,Sunscreen,Beauty & Personal Care,5,1210.67,6053.35
INV5328,2023-06-13,C0408,Amelia Nair,India,P0022,Non-stick Pan Pro,Home & Kitchen,4,432.21,1728.84
INV2967,2024-12-23,C0173,Riya Johnson,United States,P0040,Bedsheet Set Pro,Home & Kitchen,1,2848.27,2848.27
INV2576,2024-08-03,C0135,Emma Williams,Singapore,P0091,Sticky Notes,Books & Stationery,3,171.72,515.16
INV1291,2024-10-15,C0031,Olivia Malhotra,United States,P0087,Desk Organizer,Books & Stationery,2,234.75,469.5
INV5659,2023-06-08,C0441,Sophia Khan,India,P0049,Sunglasses,Fashion,4,503.82,2015.28
INV8772,2024-11-20,C0735,Karan Malhotra,United Kingdom,P0070,Lipstick Pro,Beauty & Personal Care,3,1004.14,3012.42
INV1187,2024-10-05,C0022,Isha Khan,India,P0086,Sketch Pens Pro,Books & Stationery,3,1269.32,3807.96
INV1655,2023-06-26,C0058,Ethan Williams,India,P0045,Running Shoes,Fashion,1,1186.34,1186.34
INV5485,2024-12-28,C0423,Diya Patel,India,P0010,USB-C Cable Pro,Electronics,6,3182.36,19094.16
INV1399,2024-07-29,C0041,Arjun Muller,India,P0044,Denim Jacket Pro,Fashion,2,1429.77,2859.54
INV3578,2024-10-12,C0233,Noah Gupta,United States,P0055,Sports Cap,Fashion,2,3735.45,7470.9
INV6649,2024-09-23,C0526,Priya Rossi,United Kingdom,P0085,Sketch Pens,Books & Stationery,2,542.28,1084.56
INV5052,2023-11-29,C0386,Mia Sharma,Australia,P0064,Moisturizer Pro,Beauty & Personal Care,5,908.65,4543.25
INV4516,2023-06-20,C0320,Charlotte Khan,India,P0069,Lipstick,Beauty & Personal Care,3,714.7,2144.1
INV7551,2024-11-03,C0617,Lucas Smith,India,P0043,Denim Jacket,Fashion,5,3612.66,18063.3
INV2207,2024-11-11,C0100,Meera Sharma,India,P0058,Analog Watch Pro,Fashion,3,3791.8,11375.4
INV1568,2024-11-23,C0053,Lucas Nair,UAE,P0005,Smart Watch,Electronics,5,4735.94,23679.7
INV1376,2024-07-10,C0041,Arjun Muller,India,P0022,Non-stick Pan Pro,Home & Kitchen,2,720.1,1440.2
INV7529,2024-10-04,C0614,Isha Sharma,India,P0115,Foam Roller,Sports & Fitness,5,1425.58,7127.9
INV3080,2023-06-27,C0179,Kabir Singh,UAE,P0013,Webcam,Electronics,1,1978.38,1978.38
INV8707,2023-09-25,C0726,Arjun Jones,Canada,P0060,Winter Hoodie Pro,Fashion,2,2392.06,4784.12
INV7724,2024-08-09,C0627,Mia Brown,United Kingdom,P0070,Lipstick Pro,Beauty & Personal Care,4,1548.45,6193.8
INV8380,2024-09-16,C0694,Ananya Smith,India,P0053,Backpack,Fashion,5,4264.38,21321.9
INV1902,2024-05-19,C0079,Aditya Dubois,United Kingdom,P0006,Smart Watch Pro,Electronics,5,5536.6,27683.0
INV5970,2024-08-20,C0470,Karan Chopra,Singapore,P0033,Electric Kettle,Home & Kitchen,5,1836.83,9184.15
INV1434,2024-12-08,C0043,Sophia Johnson,India,P0055,Sports Cap,Fashion,5,3718.97,18594.85
INV7335,2024-09-06,C0597,Vivaan Kumar,Germany,P0033,Electric Kettle,Home & Kitchen,4,1690.44,6761.76
INV6437,2024-07-22,C0503,Olivia Brown,United Kingdom,P0043,Denim Jacket,Fashion,3,3907.46,11722.38
INV5203,2024-11-26,C0400,Ananya Verma,France,P0114,Gym Bag Pro,Sports & Fitness,1,3299.97,3299.97
INV7419,2024-08-10,C0604,Mason Rossi,India,P0072,Sunscreen Pro,Beauty & Personal Care,3,841.96,2525.88
INV3325,2024-02-18,C0204,Diya Iyer,Canada,P0002,Wireless Earbuds Pro,Electronics,1,957.74,957.74
INV5024,2023-12-23,C0383,Karan Brown,United States,P0105,Resistance Bands,Sports & Fitness,3,596.21,1788.63
INV5717,2024-12-08,C0448,Karan Kumar,France,P0047,Leather Wallet,Fashion,3,4031.71,12095.13
INV4168,2023-03-03,C0289,James Williams,India,P0100,Puzzle Book Pro,Books & Stationery,1,432.93,432.93
INV1712,2024-07-06,C0062,James Malhotra,India,P0100,Puzzle Book Pro,Books & Stationery,4,574.3,2297.2
INV7759,2024-09-16,C0635,Liam Sharma,India,P0110,Skipping Rope Pro,Sports & Fitness,3,1932.42,5797.26
INV9271,2023-10-12,C0788,Diya Rossi,United Kingdom,P0063,Moisturizer,Beauty & Personal Care,4,928.89,3715.56
INV8616,2024-02-14,C0719,Aarav Fischer,India,P0080,Body Lotion Pro,Beauty & Personal Care,6,1805.08,10830.48
INV5470,2024-12-23,C0422,Ananya Chopra,Australia,P0111,Cycling Gloves,Sports & Fitness,6,1052.23,6313.38
INV2666,2024-09-04,C0145,Ava Rossi,India,P0118,Fitness Tracker Pro,Sports & Fitness,4,624.23,2496.92
INV6364,2024-08-27,C0501,Diya Jones,Germany,P0047,Leather Wallet,Fashion,3,4079.53,12238.59
INV1541,2024-11-22,C0051,Ethan Williams,Singapore,P0019,Phone Case,Electronics,1,7924.52,7924.52
INV7635,2024-09-13,C0623,William Gupta,United Kingdom,P0023,Ceramic Mug Set,Home & Kitchen,5,3314.15,16570.75
INV4256,2024-05-04,C0297,Diya Garcia,France,P0095,Bookmark Set,Books & Stationery,4,637.77,2551.08
INV8114,2024-03-25,C0675,Vivaan Chopra,United Kingdom,P0034,Electric Kettle Pro,Home & Kitchen,1,1240.39,1240.39
INV1117,2023-08-16,C0018,Lucas Rossi,United States,P0007,Power Bank,Electronics,6,6182.48,37094.88
INV1043,2023-09-17,C0008,Aarav Khan,Canada,P0012,Laptop Stand Pro,Electronics,1,4155.27,4155.27
INV3842,2024-12-29,C0254,Meera Brown,United Kingdom,P0003,Bluetooth Speaker,Electronics,6,4748.13,28488.78
INV6622,2024-12-23,C0524,Olivia Khan,Canada,P0101,Yoga Mat,Sports & Fitness,4,1932.68,7730.72
INV4759,2023-11-07,C0352,Mason Smith,Canada,P0046,Running Shoes Pro,Fashion,1,1726.49,1726.49
INV1109,2024-05-02,C0016,Liam Sharma,India,P0058,Analog Watch Pro,Fashion,3,2643.74,7931.22
INV2614,2024-06-28,C0137,James Nair,United States,P0079,Body Lotion,Beauty & Personal Care,5,2429.3,12146.5
INV6959,2023-02-17,C0561,Ananya Jones,Germany,P0039,Bedsheet Set,Home & Kitchen,4,1347.22,5388.88
INV4211,2024-09-13,C0295,Ava Khan,India,P0029,Cushion Cover Set,Home & Kitchen,6,3115.17,18691.02
INV5649,2024-06-08,C0440,Ava Fischer,India,P0085,Sketch Pens,Books & Stationery,2,707.56,1415.12
INV6803,2024-12-26,C0540,Aditya Smith,India,P0043,Denim Jacket,Fashion,1,3872.09,3872.09
INV4551,2024-05-27,C0327,Riya Sharma,United States,P0112,Cycling Gloves Pro,Sports & Fitness,3,1079.04,3237.12
INV2837,2024-10-02,C0159,Isha Verma,India,P0071,Sunscreen,Beauty & Personal Care,5,913.13,4565.65
INV8109,2024-10-27,C0675,Vivaan Chopra,United Kingdom,P0038,Wall Clock Pro,Home & Kitchen,1,3181.69,3181.69
INV3864,2024-10-20,C0258,Aarav Smith,Germany,P0016,Mechanical Keyboard Pro,Electronics,2,2477.6,4955.2
INV4669,2024-03-27,C0336,Emma Gupta,India,P0111,Cycling Gloves,Sports & Fitness,3,1233.31,3699.93
INV1646,2024-05-26,C0057,Harper Garcia,India,P0107,Water Bottle,Sports & Fitness,6,3117.82,18706.92
INV1791,2024-04-29,C0071,Ethan Muller,France,P0004,Bluetooth Speaker Pro,Electronics,6,1174.96,7049.76
INV6312,2024-11-21,C0496,Henry Smith,United Kingdom,P0113,Gym Bag,Sports & Fitness,5,1544.3,7721.5
INV2086,2023-08-05,C0089,Olivia Rossi,Canada,P0115,Foam Roller,Sports & Fitness,1,1062.2,1062.2
INV5168,2023-12-05,C0395,Kabir Iyer,United Kingdom,P0117,Fitness Tracker,Sports & Fitness,1,2089.38,2089.38
INV4187,2024-09-06,C0290,Vivaan Rossi,United States,P0032,Air Fryer Pro,Home & Kitchen,2,3696.94,7393.88
INV8641,2024-09-12,C0721,Aarav Iyer,UAE,P0116,Foam Roller Pro,Sports & Fitness,3,3856.88,11570.64
INV2269,2024-10-22,C0102,Mia Sharma,Germany,P0114,Gym Bag Pro,Sports & Fitness,1,3866.47,3866.47
INV1646,2024-05-26,C0057,Harper Garcia,India,P0115,Foam Roller,Sports & Fitness,3,1401.3,4203.9
INV2878,2024-11-10,C0162,Aditya Brown,Germany,P0037,Wall Clock,Home & Kitchen,3,338.78,1016.34
INV6012,2024-12-03,C0475,Amelia Rossi,United States,P0077,Face Mask Pack,Beauty & Personal Care,6,1350.37,8102.22
INV7855,2024-09-25,C0642,Noah Nair,United Kingdom,P0092,Sticky Notes Pro,Books & Stationery,6,833.63,5001.78
INV7278,2024-10-26,C0592,Sara Smith,Germany,P0029,Cushion Cover Set,Home & Kitchen,5,3702.39,18511.95
INV8342,2024-08-22,C0694,Ananya Smith,India,P0049,Sunglasses,Fashion,4,1197.33,4789.32
INV3056,2024-04-06,C0178,Vivaan Verma,United Kingdom,P0071,Sunscreen,Beauty & Personal Care,1,1148.43,1148.43
INV1263,2024-05-08,C0029,Meera Dubois,United States,P0115,Foam Roller,Sports & Fitness,5,707.54,3537.7
INV3694,2024-12-12,C0239,Karan Gupta,Germany,P0095,Bookmark Set,Books & Stationery,5,757.13,3785.65
INV3787,2024-11-15,C0248,James Fischer,Singapore,P0035,Knife Set,Home & Kitchen,6,688.62,4131.72
INV9178,2024-08-24,C0777,Olivia Singh,India,P0043,Denim Jacket,Fashion,2,3800.77,7601.54
INV7194,2024-11-27,C0586,Ava Malhotra,India,P0031,Air Fryer,Home & Kitchen,3,500.99,1502.97
INV1718,2024-01-13,C0062,James Malhotra,India,P0111,Cycling Gloves,Sports & Fitness,2,757.86,1515.72
INV7811,2024-10-12,C0637,Arjun Iyer,United States,P0013,Webcam,Electronics,3,2203.21,6609.63
INV7917,2023-05-16,C0651,Amelia Singh,India,P0042,Cotton T-Shirt Pro,Fashion,3,949.2,2847.6
INV6793,2024-07-09,C0540,Aditya Smith,India,P0063,Moisturizer,Beauty & Personal Care,5,1473.28,7366.4
INV5740,2024-05-23,C0453,Diya Nair,United Kingdom,P0030,Cushion Cover Set Pro,Home & Kitchen,1,3936.77,3936.77
INV7239,2024-07-01,C0591,Charlotte Patel,India,P0035,Knife Set,Home & Kitchen,2,559.23,1118.46
INV4985,2024-10-01,C0378,Aarav Muller,India,P0072,Sunscreen Pro,Beauty & Personal Care,4,1388.31,5553.24
INV6485,2024-06-03,C0511,William Singh,United States,P0044,Denim Jacket Pro,Fashion,2,1141.96,2283.92
INV3208,2024-05-26,C0193,Kabir Iyer,UAE,P0056,Sports Cap Pro,Fashion,1,1607.35,1607.35
INV2480,2024-12-08,C0126,Aarav Iyer,United Kingdom,P0042,Cotton T-Shirt Pro,Fashion,2,1647.42,3294.84
INV5802,2024-05-25,C0457,Liam Garcia,India,P0012,Laptop Stand Pro,Electronics,4,7448.05,29792.2
INV3547,2024-09-28,C0231,Ava Williams,Australia,P0078,Face Mask Pack Pro,Beauty & Personal Care,1,872.64,872.64
INV4150,2023-06-22,C0286,Ava Chopra,India,P0047,Leather Wallet,Fashion,2,2416.81,4833.62
INV2542,2024-07-14,C0131,Vivaan Brown,United Kingdom,P0006,Smart Watch Pro,Electronics,5,4473.86,22369.3
INV1146,2024-08-06,C0019,Noah Williams,United Kingdom,P0037,Wall Clock,Home & Kitchen,2,676.28,1352.56
INV7621,2023-03-18,C0622,Mason Patel,India,P0079,Body Lotion,Beauty & Personal Care,1,1329.22,1329.22
INV4219,2024-11-22,C0295,Ava Khan,India,P0040,Bedsheet Set Pro,Home & Kitchen,6,4308.39,25850.34
INV8853,2024-08-06,C0741,Noah Rossi,United Kingdom,P0040,Bedsheet Set Pro,Home & Kitchen,4,2826.95,11307.8
INV8346,2024-11-12,C0694,Ananya Smith,India,P0090,Planner Diary Pro,Books & Stationery,1,175.89,175.89
INV4236,2024-10-14,C0296,Charlotte Garcia,United States,P0092,Sticky Notes Pro,Books & Stationery,2,817.48,1634.96
INV8433,2024-09-26,C0703,Liam Fischer,United Kingdom,P0015,Mechanical Keyboard,Electronics,2,8225.23,16450.46
INV2926,2024-03-22,C0166,Karan Verma,Australia,P0049,Sunglasses,Fashion,3,748.55,2245.65
INV6276,2024-08-11,C0492,Liam Brown,United States,P0023,Ceramic Mug Set,Home & Kitchen,2,2766.71,5533.42
INV6834,2023-07-13,C0543,Ananya Sharma,India,P0110,Skipping Rope Pro,Sports & Fitness,3,993.82,2981.46
INV6311,2024-08-17,C0496,Henry Smith,United Kingdom,P0085,Sketch Pens,Books & Stationery,5,729.03,3645.15
INV7713,2024-07-11,C0627,Mia Brown,United Kingdom,P0005,Smart Watch,Electronics,1,5489.64,5489.64
INV5033,2024-12-20,C0385,Liam Rossi,France,P0067,Perfume,Beauty & Personal Care,2,347.11,694.22
INV1306,2024-07-24,C0033,Kabir Johnson,India,P0001,Wireless Earbuds,Electronics,3,5446.79,16340.37
INV9049,2023-06-22,C0765,Sophia Patel,India,P0100,Puzzle Book Pro,Books & Stationery,3,421.24,1263.72
INV3939,2023-11-04,C0268,Arjun Kumar,Germany,P0010,USB-C Cable Pro,Electronics,6,4191.52,25149.12
INV7090,2024-06-21,C0574,Aarav Khan,United States,P0115,Foam Roller,Sports & Fitness,5,796.07,3980.35
INV4739,2023-03-14,C0345,Mason Gupta,United Kingdom,P0014,Webcam Pro,Electronics,4,845.27,3381.08
INV5932,2024-12-21,C0466,Ananya Singh,United Kingdom,P0043,Denim Jacket,Fashion,6,3624.68,21748.08
INV4958,2024-08-31,C0374,Ethan Iyer,Germany,P0009,USB-C Cable,Electronics,1,2767.6,2767.6
INV5627,2024-08-14,C0436,Diya Patel,Germany,P0073,Hair Dryer,Beauty & Personal Care,5,645.27,3226.35
INV9020,2024-10-05,C0762,Charlotte Fischer,United Kingdom,P0045,Running Shoes,Fashion,1,1761.7,1761.7
INV8575,2024-10-09,C0716,Ethan Iyer,UAE,P0049,Sunglasses,Fashion,6,1127.33,6763.98
INV1671,2024-10-10,C0060,Meera Iyer,United Kingdom,P0051,Formal Shirt,Fashion,1,4145.76,4145.76
INV6794,2024-12-14,C0540,Aditya Smith,India,P0101,Yoga Mat,Sports & Fitness,3,2477.06,7431.18
INV3553,2024-10-03,C0231,Ava Williams,Australia,P0118,Fitness Tracker Pro,Sports & Fitness,5,740.44,3702.2
INV7575,2024-11-02,C0617,Lucas Smith,India,P0013,Webcam,Electronics,3,3474.79,10424.37
INV6374,2024-08-10,C0501,Diya Jones,Germany,P0107,Water Bottle,Sports & Fitness,1,3007.08,3007.08
INV8368,2024-11-04,C0694,Ananya Smith,India,P0014,Webcam Pro,Electronics,6,1385.76,8314.56
INV9309,2024-08-13,C0793,Sara Muller,United States,P0082,Notebook Set Pro,Books & Stationery,6,715.79,4294.74
INV7347,2023-12-30,C0598,Aditya Garcia,India,P0097,Art Supplies Kit,Books & Stationery,5,740.11,3700.55
INV8113,2024-08-12,C0675,Vivaan Chopra,United Kingdom,P0063,Moisturizer,Beauty & Personal Care,4,964.53,3858.12
INV3200,2024-10-03,C0191,Diya Khan,India,P0073,Hair Dryer,Beauty & Personal Care,3,516.54,1549.62
INV8576,2024-12-22,C0716,Ethan Iyer,UAE,P0018,Wireless Mouse Pro,Electronics,6,6381.37,38288.22
INV6498,2023-09-04,C0513,Kabir Jones,UAE,P0033,Electric Kettle,Home & Kitchen,2,1530.38,3060.76
INV4755,2024-09-07,C0351,Ava Nair,United States,P0116,Foam Roller Pro,Sports & Fitness,1,1917.58,1917.58
INV3626,2024-11-03,C0235,Ananya Kumar,India,P0090,Planner Diary Pro,Books & Stationery,3,171.43,514.29
INV2126,2024-12-09,C0094,Sara Malhotra,United States,P0047,Leather Wallet,Fashion,2,2590.85,5181.7
INV5357,2023-03-20,C0411,Aditya Malhotra,United Kingdom,P0099,Puzzle Book,Books & Stationery,3,340.6,1021.8
INV4396,2024-01-20,C0310,Priya Sharma,India,P0092,Sticky Notes Pro,Books & Stationery,3,812.28,2436.84
INV9138,2024-08-02,C0776,Vivaan Verma,India,P0066,Shampoo Pro,Beauty & Personal Care,4,741.26,2965.04
INV7027,2024-07-20,C0569,Mason Khan,UAE,P0002,Wireless Earbuds Pro,Electronics,4,1594.03,6376.12
INV1376,2024-07-10,C0041,Arjun Muller,India,P0032,Air Fryer Pro,Home & Kitchen,2,4568.89,9137.78
INV8794,2024-06-25,C0736,William Verma,Canada,P0065,Shampoo,Beauty & Personal Care,1,1138.84,1138.84
INV8847,2023-10-15,C0740,Aditya Jones,United Kingdom,P0028,Storage Boxes Pro,Home & Kitchen,1,2217.26,2217.26
INV6023,2024-11-02,C0476,Mia Nair,Netherlands,P0036,Knife Set Pro,Home & Kitchen,1,1192.9,1192.9
INV6171,2023-08-10,C0488,Ava Nair,India,P0051,Formal Shirt,Fashion,5,2710.73,13553.65
INV6617,2024-09-25,C0523,Riya Iyer,Singapore,P0027,Storage Boxes,Home & Kitchen,6,1265.22,7591.32
INV7162,2023-10-29,C0581,Henry Smith,United Kingdom,P0005,Smart Watch,Electronics,6,4367.25,26203.5
INV2056,2024-08-26,C0088,Noah Patel,Germany,P0077,Face Mask Pack,Beauty & Personal Care,3,1864.93,5594.79
INV8189,2024-06-09,C0684,Lucas Jones,Germany,P0099,Puzzle Book,Books & Stationery,1,575.32,575.32
INV3352,2024-07-18,C0209,Karan Khan,India,P0118,Fitness Tracker Pro,Sports & Fitness,2,613.96,1227.92
INV7563,2024-09-29,C0617,Lucas Smith,India,P0086,Sketch Pens Pro,Books & Stationery,5,1169.76,5848.8
INV8641,2024-09-12,C0721,Aarav Iyer,UAE,P0076,Trimmer Pro,Beauty & Personal Care,5,1020.64,5103.2
INV7216,2024-12-30,C0588,Aditya Singh,India,P0056,Sports Cap Pro,Fashion,5,2219.38,11096.9
INV6971,2024-08-31,C0562,Diya Iyer,India,P0080,Body Lotion Pro,Beauty & Personal Care,3,1851.33,5553.99
INV1605,2023-08-29,C0056,Emma Verma,UAE,P0008,Power Bank Pro,Electronics,5,4648.42,23242.1
INV4377,2023-10-20,C0307,Charlotte Smith,United States,P0099,Puzzle Book,Books & Stationery,4,348.63,1394.52
INV2092,2023-06-15,C0089,Olivia Rossi,Canada,P0059,Winter Hoodie,Fashion,1,2251.8,2251.8
INV4423,2023-12-14,C0312,James Rossi,India,P0117,Fitness Tracker,Sports & Fitness,2,1676.08,3352.16
INV2337,2024-12-30,C0110,Henry Nair,India,P0011,Laptop Stand,Electronics,6,4088.28,24529.68
INV9134,2023-06-25,C0775,Isha Gupta,Australia,P0104,Dumbbell Set Pro,Sports & Fitness,1,2288.62,2288.62
INV2169,2024-04-26,C0099,Priya Reddy,India,P0040,Bedsheet Set Pro,Home & Kitchen,5,5610.79,28053.95
INV1901,2024-06-08,C0079,Aditya Dubois,United Kingdom,P0048,Leather Wallet Pro,Fashion,1,2072.64,2072.64
INV6856,2023-11-10,C0547,Vivaan Brown,India,P0111,Cycling Gloves,Sports & Fitness,1,815.3,815.3
INV5614,2024-10-21,C0434,Lucas Jones,India,P0096,Bookmark Set Pro,Books & Stationery,3,863.13,2589.39
INV4527,2024-10-29,C0320,Charlotte Khan,India,P0029,Cushion Cover Set,Home & Kitchen,1,3128.74,3128.74
INV1604,2024-05-25,C0056,Emma Verma,UAE,P0078,Face Mask Pack Pro,Beauty & Personal Care,2,651.37,1302.74
INV3506,2023-04-14,C0226,James Fischer,India,P0050,Sunglasses Pro,Fashion,4,1252.31,5009.24
INV2880,2024-08-27,C0163,Ananya Rossi,Germany,P0103,Dumbbell Set,Sports & Fitness,1,1379.83,1379.83
INV6955,2023-02-04,C0560,Aditya Verma,United States,P0100,Puzzle Book Pro,Books & Stationery,2,548.83,1097.66
INV8591,2024-09-17,C0716,Ethan Iyer,UAE,P0018,Wireless Mouse Pro,Electronics,2,6490.91,12981.82
INV3377,2024-12-24,C0211,Sophia Jones,United States,P0045,Running Shoes,Fashion,6,1793.17,10759.02
INV7909,2024-09-15,C0646,Sara Johnson,Canada,P0110,Skipping Rope Pro,Sports & Fitness,6,1950.88,11705.28
INV4141,2023-07-29,C0285,Amelia Garcia,United States,P0025,LED Desk Lamp,Home & Kitchen,5,583.87,2919.35
